id	front	back	tags
ch9_exercise_method_exponential_weight_martingale	Exponential potential weight martingale (9.4 Exercises: Feynman-Kac formula for heat equations with potentials)	Multiply by exp(integral c(B_s)ds); the finite-variation product rule adds exactly the c u drift needed for cancellation. Exam use: Feynman-Kac and Schrodinger martingale derivations. Pitfall: Check boundedness, regularity, exit-time finiteness, boundary regularity, and gauge hypotheses before reusing Chapter 9 Brownian/PDE patterns.	feynman-kac,exponential-weight,martingale
ch9_exercise_method_feynman_kac_bounded_uniqueness	Bounded Feynman-Kac uniqueness (9.4 Exercises: Feynman-Kac formula for heat equations with potentials)	If c and u are bounded on finite time intervals, the weighted martingale is bounded; stopping at t gives u(t,x)=E_x[f(B_t)exp(integral_0^t c(B_s)ds)]. Exam use: Parabolic PDEs with bounded multiplicative potentials. Pitfall: Check boundedness, regularity, exit-time finiteness, boundary regularity, and gauge hypotheses before reusing Chapter 9 Brownian/PDE patterns.	feynman-kac,boundedness,uniqueness
ch9_exercise_method_smooth_feynman_kac_short_time_check	Smooth Feynman-Kac short-time check (9.4 Exercises: Feynman-Kac formula for heat equations with potentials)	Use v(t+h,x)=E_x[e^{int_0^h c(B_s)ds}v(t,B_h)], then expand the Brownian move and the exponential to get v_t=(1/2)Delta v+c v. Exam use: Verifying smooth Feynman-Kac representations solve the PDE. Pitfall: Check boundedness, regularity, exit-time finiteness, boundary regularity, and gauge hypotheses before reusing Chapter 9 Brownian/PDE patterns.	feynman-kac,short-time,pde-verification
ch9_exercise_method_feynman_kac_duhamel_reduction	Feynman-Kac smoothness by Duhamel reduction (9.4 Exercises: Feynman-Kac formula for heat equations with potentials)	Use e^{A_t}-1=integral_0^t c(B_s)e^{A_t-A_s}ds to decompose v into a heat solution plus an inhomogeneous heat solution with source c v. Exam use: Regularity proofs for Feynman-Kac formulas with Holder f and c. Pitfall: Check boundedness, regularity, exit-time finiteness, boundary regularity, and gauge hypotheses before reusing Chapter 9 Brownian/PDE patterns.	feynman-kac,duhamel,regularity
ch9_exercise_method_heat_semigroup_liouville	Liouville theorem via heat semigroup flattening (9.5 Exercises: Dirichlet problem, Liouville principles, and boundary regularity)	A bounded harmonic h satisfies h(x)=E h(x+B_t); as t grows, two Gaussian laws with fixed mean separation have vanishing total variation distance, so h(x)=h(y). Exam use: Bounded harmonic functions on all of R^d. Pitfall: Check boundedness, regularity, exit-time finiteness, boundary regularity, and gauge hypotheses before reusing Chapter 9 Brownian/PDE patterns.	liouville,harmonic-functions,heat-semigroup
ch9_exercise_method_recurrent_superharmonic_constancy	Recurrent Brownian motion forces nonnegative superharmonic functions constant (9.5 Exercises: Dirichlet problem, Liouville principles, and boundary regularity)	Nonnegative superharmonic functions yield supermartingales; in d=1,2 Brownian motion hits every small neighborhood, so optional stopping gives f(x)>=f(y) and symmetry gives equality. Exam use: Superharmonic Liouville-type exercises in recurrent dimensions. Pitfall: Check boundedness, regularity, exit-time finiteness, boundary regularity, and gauge hypotheses before reusing Chapter 9 Brownian/PDE patterns.	superharmonic,recurrence,optional-stopping
ch9_exercise_method_radial_superharmonic_high_dimension	Radial superharmonic examples in high dimension (9.5 Exercises: Dirichlet problem, Liouville principles, and boundary regularity)	Use the radial Laplacian g''(r)+(d-1)g'(r)/r; functions such as (1+r^2)^{-(d-2)/2} are smooth nonconstant nonnegative superharmonic for d>=3. Exam use: Constructing counterexamples to recurrent-dimensional constancy in transient dimensions. Pitfall: Check boundedness, regularity, exit-time finiteness, boundary regularity, and gauge hypotheses before reusing Chapter 9 Brownian/PDE patterns.	radial-laplacian,superharmonic,dimension
ch9_exercise_method_escape_probability_nonuniqueness	Escape probability is the nonuniqueness direction (9.5 Exercises: Dirichlet problem, Liouville principles, and boundary regularity)	When Brownian motion can avoid exiting G, q(x)=P_x(tau=infinity) is a bounded zero-boundary harmonic function; all bounded zero-boundary solutions differ by c q. Exam use: Dirichlet problems in domains where exit is not almost sure. Pitfall: Check boundedness, regularity, exit-time finiteness, boundary regularity, and gauge hypotheses before reusing Chapter 9 Brownian/PDE patterns.	dirichlet-problem,nonuniqueness,escape-probability
ch9_exercise_method_flat_cone_regular_boundary	Flat cone boundary regularity (9.5 Exercises: Dirichlet problem, Liouville principles, and boundary regularity)	Use zeros of the perpendicular Brownian coordinate and the induced Cauchy trace on the hyperplane to show Brownian motion immediately hits a flat exterior cone. Exam use: Checking regular boundary points under weaker geometric exterior conditions. Pitfall: Check boundedness, regularity, exit-time finiteness, boundary regularity, and gauge hypotheses before reusing Chapter 9 Brownian/PDE patterns.	regular-boundary,cone-condition,brownian-trace
ch9_exercise_method_recurrent_ball_occupation_infinite	Infinite ball occupation in recurrent dimensions (9.6 Exercises: Green functions, occupation densities, and potential-kernel normalization)	Use recurrence to get infinitely many returns to a ball and the strong Markov property to sum positive occupation increments. Exam use: Occupation-time dichotomy for Brownian motion in d<=2. Pitfall: Check boundedness, regularity, exit-time finiteness, boundary regularity, and gauge hypotheses before reusing Chapter 9 Brownian/PDE patterns.	occupation-time,recurrence,strong-markov-property
ch9_exercise_method_transient_potential_kernel_gamma	Gamma change of variables for transient potential kernels (9.6 Exercises: Green functions, occupation densities, and potential-kernel normalization)	For d>=3, integrate the heat kernel over time and use s=|x-y|^2/(2t) to get Gamma(d/2-1)/(2 pi^{d/2}) |x-y|^{2-d}. Exam use: Green-function and expected occupation-density calculations. Pitfall: Check boundedness, regularity, exit-time finiteness, boundary regularity, and gauge hypotheses before reusing Chapter 9 Brownian/PDE patterns.	potential-kernel,gamma-function,transience
ch9_exercise_method_recurrent_modified_potential_kernel	Modified potential kernels in recurrent dimensions (9.6 Exercises: Green functions, occupation densities, and potential-kernel normalization)	Subtract a reference heat kernel before integrating over time; in d=1 this gives -|x-y| and in d=2 gives -(1/pi)log|x-y|. Exam use: Using potential kernels when the full-space occupation integral diverges. Pitfall: Check boundedness, regularity, exit-time finiteness, boundary regularity, and gauge hypotheses before reusing Chapter 9 Brownian/PDE patterns.	potential-kernel,recurrent-dimensions,renormalization
ch9_exercise_method_frullani_log_kernel	Frullani integral for the two-dimensional log kernel (9.6 Exercises: Green functions, occupation densities, and potential-kernel normalization)	After u=1/(2t), the difference of two planar heat kernels becomes integral_0^infty (e^{-a^2u}-e^{-u})du/u=-2log a. Exam use: Deriving the d=2 logarithmic potential kernel. Pitfall: Check boundedness, regularity, exit-time finiteness, boundary regularity, and gauge hypotheses before reusing Chapter 9 Brownian/PDE patterns.	frullani,log-kernel,dimension-two
ch9_exercise_method_distributional_delta_normalization	Distributional delta normalization of Green kernels (9.6 Exercises: Green functions, occupation densities, and potential-kernel normalization)	Integrate by parts outside a small ball and let the radius shrink; the boundary flux fixes the constant so (1/2)Delta G=-delta_0. Exam use: Checking Green-function constants and fundamental solutions. Pitfall: Check boundedness, regularity, exit-time finiteness, boundary regularity, and gauge hypotheses before reusing Chapter 9 Brownian/PDE patterns.	distributional-laplacian,green-function,flux
ch9_exercise_method_exit_time_moment_recursion	Exit-time moment recursion (9.7 Exercises: Poisson equation and exit-time moment recursions)	For m_n(x)=E_x tau^n, the Markov property or Dynkin formula gives (1/2)Delta m_n=-n m_{n-1} with zero boundary values. Exam use: Computing higher moments of Brownian exit times. Pitfall: Check boundedness, regularity, exit-time finiteness, boundary regularity, and gauge hypotheses before reusing Chapter 9 Brownian/PDE patterns.	exit-time,moment-recursion,poisson-equation
ch9_exercise_method_second_moment_poisson_system	Second exit-time moment Poisson system (9.7 Exercises: Poisson equation and exit-time moment recursions)	First solve (1/2)Delta v=-1 for v=E tau; then solve (1/2)Delta w=-2v for w=E tau^2, both with zero boundary values. Exam use: Exercise 9.7.1 and second-moment exit-time computations. Pitfall: Check boundedness, regularity, exit-time finiteness, boundary regularity, and gauge hypotheses before reusing Chapter 9 Brownian/PDE patterns.	exit-time,second-moment,poisson-equation
ch9_exercise_method_schrodinger_weighted_martingale	Schrodinger weighted martingale (9.8 Exercises: Schrodinger equation, gauge integrability, and exponential exit moments)	For (1/2)Delta u+c u=0, Ito plus the finite-variation product rule makes u(B_t)exp(integral_0^t c(B_s)ds) a local martingale before exit. Exam use: Boundary Feynman-Kac formulas for elliptic equations with potential. Pitfall: Check boundedness, regularity, exit-time finiteness, boundary regularity, and gauge hypotheses before reusing Chapter 9 Brownian/PDE patterns.	schrodinger-equation,feynman-kac,martingale
ch9_exercise_method_gauge_integrability_condition	Gauge integrability condition (9.8 Exercises: Schrodinger equation, gauge integrability, and exponential exit moments)	Before applying boundary Feynman-Kac with positive potential, check w(x)=E_x exp(integral_0^tau c(B_s)ds); bounded c alone does not ensure finiteness. Exam use: Avoiding false Schrodinger Feynman-Kac representations. Pitfall: Check boundedness, regularity, exit-time finiteness, boundary regularity, and gauge hypotheses before reusing Chapter 9 Brownian/PDE patterns.	gauge,integrability,positive-potential
ch9_exercise_method_interval_eigenvalue_threshold	Interval eigenvalue threshold for exponential exit times (9.8 Exercises: Schrodinger equation, gauge integrability, and exponential exit moments)	For tau exiting (-a,a), solve (1/2)u''+gamma u=0 with boundary value one; finiteness holds exactly below gamma=pi^2/(8a^2). Exam use: Explicit exponential exit-time moments and gauge blow-up examples. Pitfall: Check boundedness, regularity, exit-time finiteness, boundary regularity, and gauge hypotheses before reusing Chapter 9 Brownian/PDE patterns.	exit-time,eigenvalue,interval
